created,description,salary_is_predicted,adref,longitude,title,__CLASS__,salary_min,contract_type,contract_time,id,redirect_url,latitude,salary_max,company.display_name,company.__CLASS__,category.label,category.tag,category.__CLASS__,location.area,location.display_name,location.__CLASS__
2026-03-25T10:05:19Z,"Job: Construction Manager - Residential Location: Milwaukee Company: Acts Housing Build Homes. Lead Projects. Strengthen Milwaukee Neighborhoods. Are you an experienced Construction Manager or Project Manager in residential construction or remodeling? Do you enjoy managing rehab projects, working with contractors, and bringing homes back to life? Join Acts Housing and help transform Milwaukee neighborhoods through high-quality residential redevelopment. Why You’ll Want This Role Meaningful work…",1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3ODExNDg2OSIsInMiOiJnRHVZNzFVbzhSR0VNZFZVc19JTUFnIn0.pGqYQYxPQe46njxoL-I0EXL6I9rU9xqaYa72udNro-U,-87.899151,Construction Manager (Residential Remodeling / Rehab),Adzuna::API::Response::Job,58526.66,,,5678114869,https://www.adzuna.com/details/5678114869?utm_medium=api&utm_source=abfa41a4,43.043978,58526.66,MRA Recruiting Services,Adzuna::API::Response::Company,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,"['US', 'Wisconsin', 'Milwaukee County', 'Milwaukee']","Milwaukee, Milwaukee County",Adzuna::API::Response::Location
2026-03-25T10:05:11Z,"School Year: 2026-27 Position: Office Coordinator Campus: United Elementary State St. Grade(s): Kindergarten-5th Grade Reports to: Operations Manager United Schools (United) is a nonprofit organization in Columbus, Ohio. After founding its first school in 2008, it has worked together with incredible leaders to open three more schools in the span of ten years. Each United campus is an open enrollment, public charter school that works diligently to close the opportunity gap in Columbus. Moreover,…",1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0R1WTcxVW84UkdFTWRWVXNfSU1BZyIsImkiOiI1Njc4MTE0ODY0In0.mcoMU3oco5IVjalbptDxQSL96Ua-u7ER8VYmnfsr1RU,-83.020025,Office Coordinator (2026-27),Adzuna::API::Response::Job,36513.76,,full_time,5678114864,https://www.adzuna.com/details/5678114864?utm_medium=api&utm_source=abfa41a4,40.103832,36513.76,United Schools Network,Adzuna::API::Response::Company,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,"['US', 'Ohio', 'Franklin County', 'Columbus']","Columbus, Franklin County",Adzuna::API::Response::Location
2026-03-25T10:04:47Z,"Overview: We are seeking a talented, experienced Dentist to provide quality dental care in a collaborative and supportive dental practice. Our teams perform a variety of preventative, restorative, endodontic, and surgical procedures that fall under the scope of general dentistry. We’re big on teamwork, so you’ll be working and growing with your office and region to provide the best treatment for your patients. Plus, we bring the Board Specialists into your office to treat patients if they are r…",1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0R1WTcxVW84UkdFTWRWVXNfSU1BZyIsImkiOiI1Njc4MTE0ODQ0In0.AUdjjZQCjIPJhOHG8B-pwjLSnBah8yGaiPL2rwxeRyk,-117.256661,General Dentist,Adzuna::API::Response::Job,254882.97,,full_time,5678114844,https://www.adzuna.com/land/ad/5678114844?se=gDuY71Uo8RGEMdVUs_IMAg&utm_medium=api&utm_source=abfa41a4&v=909DB726A2675AB98B21F443D1EDA6767D1C28F4,34.14753,254882.97,Western Dental & Orthodontics,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"['US', 'California', 'San Bernardino County', 'Del Rosa']","Del Rosa, San Bernardino County",Adzuna::API::Response::Location
2026-03-25T10:04:47Z,"Overview: We are seeking a talented, experienced Part Time Dentist in Elgin, IL to provide quality dental care in a collaborative and supportive dental practice. Wed-Friday 8-5 schedule Our teams perform a variety of preventative, restorative, endodontic, and surgical procedures that fall under the scope of general dentistry. We’re big on teamwork, so you’ll be working and growing with your office and region to provide the best treatment for your patients. Plus, we bring the Board Specialists i…",1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0R1WTcxVW84UkdFTWRWVXNfSU1BZyIsImkiOiI1Njc4MTE0ODQzIn0.SSzVZ6Hg1J9QvaQbkeidY5T6rB5pADmFtaMEjsL4VfU,-88.34171,General Dentist,Adzuna::API::Response::Job,234962.4,,part_time,5678114843,https://www.adzuna.com/land/ad/5678114843?se=gDuY71Uo8RGEMdVUs_IMAg&utm_medium=api&utm_source=abfa41a4&v=C5545FC465A33FFF5F704905E928CEC75A6926CE,42.02227,234962.4,DentalWorks,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Kane County', 'South Elgin']","South Elgin, Kane County",Adzuna::API::Response::Location
2026-03-25T10:04:28Z,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3ODExNDgxNiIsInMiOiJnRHVZNzFVbzhSR0VNZFZVc19JTUFnIn0.NjZa4Pm1SS4fUuJWl5IkNU7syeffCc0FiE6GChacEPg,-86.11866,Teachers at Woodfield Crossing KinderCare,Adzuna::API::Response::Job,55407.7,,full_time,5678114816,https://www.adzuna.com/land/ad/5678114816?se=gDuY71Uo8RGEMdVUs_IMAg&utm_medium=api&utm_source=abfa41a4&v=D0C40AC031AB1F4711C1939625ADA69E0E8EDF44,39.90504,55407.7,KinderCare Education,Adzuna::API::Response::Company,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,"['US', 'Indiana', 'Marion County', 'Williams Creek']","Williams Creek, Marion County",Adzuna::API::Response::Location
2026-03-25T10:04:28Z,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3ODExNDgwMCIsInMiOiJnRHVZNzFVbzhSR0VNZFZVc19JTUFnIn0.ENshB7i5cdiogOjTKZDRxgwXZxeZlUC_Ha0szxZzZI0,-85.874317,Teachers at Central Avenue KinderCare,Adzuna::API::Response::Job,59408.09,,full_time,5678114800,https://www.adzuna.com/land/ad/5678114800?se=gDuY71Uo8RGEMdVUs_IMAg&utm_medium=api&utm_source=abfa41a4&v=62671406685BD77600B857F8A886B7DC7CE42073,39.231962,59408.09,KinderCare Education,Adzuna::API::Response::Company,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,"['US', 'Indiana', 'Bartholomew County', 'Clifford']","Clifford, Bartholomew County",Adzuna::API::Response::Location
2026-03-25T10:04:28Z,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0R1WTcxVW84UkdFTWRWVXNfSU1BZyIsImkiOiI1Njc4MTE0ODMyIn0.EORpoKdCswxjKk6tnzBW_-73sd6SDDwtVojSJdBFuW8,-86.04612,Teachers at 21st Street KinderCare,Adzuna::API::Response::Job,65572.33,,full_time,5678114832,https://www.adzuna.com/land/ad/5678114832?se=gDuY71Uo8RGEMdVUs_IMAg&utm_medium=api&utm_source=abfa41a4&v=F7C509296B5B570DD86BE82B657C26B6658F10D7,39.76374,65572.33,KinderCare Education,Adzuna::API::Response::Company,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,"['US', 'Indiana', 'Marion County', 'Warren Park']","Warren Park, Marion County",Adzuna::API::Response::Location
2026-03-25T10:04:28Z,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3ODExNDc4NiIsInMiOiJnRHVZNzFVbzhSR0VNZFZVc19JTUFnIn0.1Xn0JwYYEaZZ1DvD6dVVAUTM5RJllblAstsTQ6BEuKg,-85.994,Teachers at Castleton KinderCare,Adzuna::API::Response::Job,62102.7,,full_time,5678114786,https://www.adzuna.com/land/ad/5678114786?se=gDuY71Uo8RGEMdVUs_IMAg&utm_medium=api&utm_source=abfa41a4&v=F6CCB27143DBE675B0AA91A7603A2F04F2D88C21,39.90836,62102.7,KinderCare Education,Adzuna::API::Response::Company,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,"['US', 'Indiana', 'Marion County', 'Oaklandon']","Oaklandon, Marion County",Adzuna::API::Response::Location
2026-03-25T10:04:28Z,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3ODExNDgzNSIsInMiOiJnRHVZNzFVbzhSR0VNZFZVc19JTUFnIn0.TT0_LVLf8sGPQrld4Zf5I8C2LzFmTZG6qQSRkusOk3k,-86.1602,Teachers at CDLC of Carmel,Adzuna::API::Response::Job,41712.12,,full_time,5678114835,https://www.adzuna.com/land/ad/5678114835?se=gDuY71Uo8RGEMdVUs_IMAg&utm_medium=api&utm_source=abfa41a4&v=660D50D0F52DFCD2D3F3F468CB721B6B533DEB6F,39.9673,41712.12,KinderCare Education,Adzuna::API::Response::Company,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,"['US', 'Indiana', 'Hamilton County', 'Carmel']","Carmel, Hamilton County",Adzuna::API::Response::Location
2026-03-25T10:04:28Z,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0R1WTcxVW84UkdFTWRWVXNfSU1BZyIsImkiOiI1Njc4MTE0ODIyIn0.eGdX5NcVMUMXj4-lBsPF6EkypyRNx5qCleuMw3d9iFc,-86.33759,Teachers at Avon Trails KinderCare,Adzuna::API::Response::Job,57548.67,,full_time,5678114822,https://www.adzuna.com/land/ad/5678114822?se=gDuY71Uo8RGEMdVUs_IMAg&utm_medium=api&utm_source=abfa41a4&v=AC273B1D424F8242C406ECCF26B2F0DCDB841C98,39.80771,57548.67,KinderCare Education,Adzuna::API::Response::Company,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,"['US', 'Indiana', 'Marion County', 'Clermont']","Clermont, Marion County",Adzuna::API::Response::Location
2026-03-25T10:04:28Z,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3ODExNDgwNSIsInMiOiJnRHVZNzFVbzhSR0VNZFZVc19JTUFnIn0.FYuI-mM9gHflmmKVBXNXBlIxo4SfKFi5sABE3-ta6f4,-87.45624,Teachers at Highland KinderCare,Adzuna::API::Response::Job,68124.63,,full_time,5678114805,https://www.adzuna.com/land/ad/5678114805?se=gDuY71Uo8RGEMdVUs_IMAg&utm_medium=api&utm_source=abfa41a4&v=0748B19777E12B71C0E177A199AE878C82D80034,41.54586,68124.63,KinderCare Education,Adzuna::API::Response::Company,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,"['US', 'Indiana', 'Lake County', 'Highland']","Highland, Lake County",Adzuna::API::Response::Location
2026-03-25T10:04:28Z,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0R1WTcxVW84UkdFTWRWVXNfSU1BZyIsImkiOiI1Njc4MTE0ODMwIn0.SKFo0ZkS7jGILm_uyyWn5HgWxO1EmCgA3Yks4QEEluM,-85.152432,Teacher at Washington Elementary School,Adzuna::API::Response::Job,65580.89,,full_time,5678114830,https://www.adzuna.com/land/ad/5678114830?se=gDuY71Uo8RGEMdVUs_IMAg&utm_medium=api&utm_source=abfa41a4&v=95D8928299222A1D4A6416B5780087F3152723B9,41.071517,65580.89,KinderCare Education,Adzuna::API::Response::Company,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,"['US', 'Indiana', 'Allen County', 'Fort Wayne']","Fort Wayne, Allen County",Adzuna::API::Response::Location
2026-03-25T10:04:28Z,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0R1WTcxVW84UkdFTWRWVXNfSU1BZyIsImkiOiI1Njc4MTE0ODIwIn0.yqISwqVcO86UGmJDWZHVHylOtPCBCTbAcQcy9wRimEU,-86.29434,Teachers at Woodland Drive KinderCare,Adzuna::API::Response::Job,62420.61,,full_time,5678114820,https://www.adzuna.com/land/ad/5678114820?se=gDuY71Uo8RGEMdVUs_IMAg&utm_medium=api&utm_source=abfa41a4&v=205DA2F19134AFD9ED3B4D388F825C3991DFE920,39.89376,62420.61,KinderCare Education,Adzuna::API::Response::Company,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,"['US', 'Indiana', 'Marion County', 'Traders Point']","Traders Point, Marion County",Adzuna::API::Response::Location
2026-03-25T10:04:28Z,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3ODExNDc5NyIsInMiOiJnRHVZNzFVbzhSR0VNZFZVc19JTUFnIn0.UrqGI3Ied7DPkf4nq-_j-UqBqhhD-IaPefMPFsYYwqY,-86.88457,Teachers at Brothers Drive KinderCare,Adzuna::API::Response::Job,70323.55,,full_time,5678114797,https://www.adzuna.com/land/ad/5678114797?se=gDuY71Uo8RGEMdVUs_IMAg&utm_medium=api&utm_source=abfa41a4&v=9C2501F9A4F686BBE1C238F56CABFD9E32BF5FF9,40.367802,70323.55,KinderCare Education,Adzuna::API::Response::Company,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,"['US', 'Indiana', 'Tippecanoe County', 'Lafayette']","Lafayette, Tippecanoe County",Adzuna::API::Response::Location
