salary_max,longitude,description,redirect_url,created,__CLASS__,id,latitude,salary_is_predicted,adref,salary_min,title,location.display_name,location.area,location.__CLASS__,category.label,category.__CLASS__,category.tag,company.display_name,company.__CLASS__,contract_time,contract_type
105076.18,-96.82373,"CHS Inc. is a leading global agribusiness owned by farmers, ranchers and cooperatives across the United States that provides grain, food and energy resources to businesses and consumers around the world. We serve agriculture customers and consumers across the United States and around the world. Most of our employees are in the United States, but today we have employees in 19 countries. At CHS, we are creating connections to empower agriculture. Summary Are you ready to take the wheel of an incr…",https://www.adzuna.com/land/ad/5683177335?se=VFiB1UYs8RGR7c_0u9suJw&utm_medium=api&utm_source=abfa41a4&v=595C1E963D6BEF0E5A7F807DDB5FF7075533CD3D,2026-03-30T10:13:53Z,Adzuna::API::Response::Job,5683177335,46.85471,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MzE3NzMzNSIsInMiOiJWRmlCMVVZczhSR1I3Y18wdTlzdUp3In0.z3yi49FzrTWdhVbr61ivYFGoxpc97QP21PrLfYwxPfU,105076.18,CDL Driver,"Prairie Rose, Cass County","['US', 'North Dakota', 'Cass County', 'Prairie Rose']",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,CHS Inc,Adzuna::API::Response::Company,full_time,
44013.14,-89.90405,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/details/5683177328?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:52Z,Adzuna::API::Response::Job,5683177328,35.115759,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkZpQjFVWXM4UkdSN2NfMHU5c3VKdyIsImkiOiI1NjgzMTc3MzI4In0._u1lrQjPy9mraEJ2LA6olQZXZA97JWPhoydpb1CrkGA,44013.14,Earn Extra Income Driving,"Hickory Hill, Shelby County","['US', 'Tennessee', 'Shelby County', 'Hickory Hill']",Adzuna::API::Response::Location,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Uber,Adzuna::API::Response::Company,,
31206.21,-89.178765,"Earn at least $1605 driving with Uber when you complete your first 128 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 128 trips with Ub…",https://www.adzuna.com/details/5683177330?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:52Z,Adzuna::API::Response::Job,5683177330,35.05261,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkZpQjFVWXM4UkdSN2NfMHU5c3VKdyIsImkiOiI1NjgzMTc3MzMwIn0.Vu7RQgn7IyT6DZ8nUF3AXDeXh83iPiGRzR6gPwM2L44,31206.21,"Choose your schedule - Earn At Least $1605 For Your First 128 Trips, Guaranteed.","Grand Junction, Hardeman County","['US', 'Tennessee', 'Hardeman County', 'Grand Junction']",Adzuna::API::Response::Location,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Uber,Adzuna::API::Response::Company,,
41111.98,-90.0521,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/details/5683177319?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:51Z,Adzuna::API::Response::Job,5683177319,35.1478,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MzE3NzMxOSIsInMiOiJWRmlCMVVZczhSR1I3Y18wdTlzdUp3In0.7_RaX8YCMjgVXb92m-8TvB8ef0XRfTVkrrz4zit0-fQ,41111.98,Choose your own schedule - Drive with Uber,"Memphis, DeSoto County","['US', 'Mississippi', 'DeSoto County', 'Memphis']",Adzuna::API::Response::Location,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Uber,Adzuna::API::Response::Company,,
33907.86,-89.412451,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/details/5683177324?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:51Z,Adzuna::API::Response::Job,5683177324,35.879254,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MzE3NzMyNCIsInMiOiJWRmlCMVVZczhSR1I3Y18wdTlzdUp3In0.EsnNemUmBGjuaacqeAms0XoKY1j1-6SgPIrMikN9e4Y,33907.86,Looking For Part-Time Jobs? - Drive with Uber,"Halls, Lauderdale County","['US', 'Tennessee', 'Lauderdale County', 'Halls']",Adzuna::API::Response::Location,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs,Uber,Adzuna::API::Response::Company,,
30177.5,-89.412451,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/details/5683177325?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:51Z,Adzuna::API::Response::Job,5683177325,35.879254,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MzE3NzMyNSIsInMiOiJWRmlCMVVZczhSR1I3Y18wdTlzdUp3In0.7VOoGX0sskWCcPkX5p_Mm57knvkRjV4SAbf5BwS6KZM,30177.5,Flexible Hours - Drive with Uber,"Halls, Lauderdale County","['US', 'Tennessee', 'Lauderdale County', 'Halls']",Adzuna::API::Response::Location,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Uber,Adzuna::API::Response::Company,,
40834.75,-90.041604,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/details/5683177322?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:51Z,Adzuna::API::Response::Job,5683177322,35.103529,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkZpQjFVWXM4UkdSN2NfMHU5c3VKdyIsImkiOiI1NjgzMTc3MzIyIn0._SMZJ98O_FZ012nCiUW6u2CFYVogQB6ypY1QqM-3jpU,40834.75,Driver - Make Money On Your Schedule,"Cloverdale, Shelby County","['US', 'Tennessee', 'Shelby County', 'Cloverdale']",Adzuna::API::Response::Location,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Uber,Adzuna::API::Response::Company,,
43035.75,-89.94663,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/details/5683177326?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:51Z,Adzuna::API::Response::Job,5683177326,34.939337,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkZpQjFVWXM4UkdSN2NfMHU5c3VKdyIsImkiOiI1NjgzMTc3MzI2In0.XYdmbVjgwXeTYWVh3cdYUr6bfCQVk8FF4dP0tlHtHZA,43035.75,Sign up to Drive with Uber,"Southaven, DeSoto County","['US', 'Mississippi', 'DeSoto County', 'Southaven']",Adzuna::API::Response::Location,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Uber,Adzuna::API::Response::Company,,
39576.5,-89.805231,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/details/5683177310?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:50Z,Adzuna::API::Response::Job,5683177310,35.025536,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MzE3NzMxMCIsInMiOiJWRmlCMVVZczhSR1I3Y18wdTlzdUp3In0.5SMrSkU68ecaFbdqGxSbAM-7WWUSQN75mfVJ5YuK7so,39576.5,Looking For Part-Time Jobs? - Drive with Uber,"Germantown, Shelby County","['US', 'Tennessee', 'Shelby County', 'Germantown']",Adzuna::API::Response::Location,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs,Uber,Adzuna::API::Response::Company,,
31377.57,-90.042665,"Earn at least $1605 driving with Uber when you complete your first 128 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 128 trips with Ub…",https://www.adzuna.com/details/5683177312?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:50Z,Adzuna::API::Response::Job,5683177312,35.126292,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MzE3NzMxMiIsInMiOiJWRmlCMVVZczhSR1I3Y18wdTlzdUp3In0.7og_rz_zbTkabyr4_GVryOG3IxW3sRsirtTkcbmG-ds,31377.57,Flexible schedule - Earn at least $1605 by driving 128 trips with Uber,"Memphis, DeSoto County","['US', 'Mississippi', 'DeSoto County', 'Memphis']",Adzuna::API::Response::Location,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Uber,Adzuna::API::Response::Company,,
39457.79,-89.783339,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/details/5683177307?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:50Z,Adzuna::API::Response::Job,5683177307,35.142012,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkZpQjFVWXM4UkdSN2NfMHU5c3VKdyIsImkiOiI1NjgzMTc3MzA3In0.zJxMqAbxmlOP8dq4zBWJFV7S1O9c3ebbWVlYT4b0Rz0,39457.79,Drive on Your Schedule,"Cordova, Shelby County","['US', 'Tennessee', 'Shelby County', 'Cordova']",Adzuna::API::Response::Location,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Uber,Adzuna::API::Response::Company,,
30987.26,-89.7639,"Earn at least $1605 driving with Uber when you complete your first 128 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 128 trips with Ub…",https://www.adzuna.com/details/5683177317?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:50Z,Adzuna::API::Response::Job,5683177317,35.1789,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkZpQjFVWXM4UkdSN2NfMHU5c3VKdyIsImkiOiI1NjgzMTc3MzE3In0.9-nexT2iHvVloUAsk6Bt40AUPQsFrufXPS_plQ6whwk,30987.26,Drive with Uber - Earn at least $1605 in your first 128 trips with Uber.,"Cordova, Shelby County","['US', 'Tennessee', 'Shelby County', 'Cordova']",Adzuna::API::Response::Location,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Uber,Adzuna::API::Response::Company,,
52023.13,-89.861822,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/details/5683177316?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:50Z,Adzuna::API::Response::Job,5683177316,35.121017,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkZpQjFVWXM4UkdSN2NfMHU5c3VKdyIsImkiOiI1NjgzMTc3MzE2In0.OMUwcgn1jZqg-LEzwzPRx9chs5sDG0ZO3CGElLIj9zc,52023.13,Uber - Sign Up to Drive and Earn,"Hickory Hill, Shelby County","['US', 'Tennessee', 'Shelby County', 'Hickory Hill']",Adzuna::API::Response::Location,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Uber,Adzuna::API::Response::Company,,
32633.51,-89.0366,"Earn at least $1605 driving with Uber when you complete your first 128 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 128 trips with Ub…",https://www.adzuna.com/details/5683177311?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:50Z,Adzuna::API::Response::Job,5683177311,35.097405,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkZpQjFVWXM4UkdSN2NfMHU5c3VKdyIsImkiOiI1NjgzMTc3MzExIn0.9mBHTS08Q8J3GcqlO-V010RZvlAvQOoiooc8dJFeJBw,32633.51,"Side gig: Earn at least $1605 in your first 128 trips with Uber, guaranteed.","Grand Junction, Hardeman County","['US', 'Tennessee', 'Hardeman County', 'Grand Junction']",Adzuna::API::Response::Location,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Uber,Adzuna::API::Response::Company,,
49012.31,-89.9025,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/details/5683177308?utm_medium=api&utm_source=abfa41a4,2026-03-30T10:13:50Z,Adzuna::API::Response::Job,5683177308,35.0727,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MzE3NzMwOCIsInMiOiJWRmlCMVVZczhSR1I3Y18wdTlzdUp3In0.pOriFE3HJwSITB5N-9Ws2ji_rzSUb665LJPosNJujpU,49012.31,Driver,"Hickory Hill, Shelby County","['US', 'Tennessee', 'Shelby County', 'Hickory Hill']",Adzuna::API::Response::Location,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Uber,Adzuna::API::Response::Company,,
